RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalTimesLate,IncomePerPerson
0.503012434,50,3,0.071447614,3750.0,11,0,0,0,0.0,3,3750.0
0.018808964,61,0,0.00359928,5000.0,3,0,0,0,1.0,0,2500.0
0.091454516,62,0,0.42255368,6100.0,11,0,1,0,0.0,0,6100.0
0.337443644,69,0,1465.05.00,1.0,7,0,1,0,0.0,0,1.0
0.036302769,33,0,0.017074296,4333.0,3,0,0,0,0.0,0,4333.0
0.002140517,89,1,5,0.0,4,0,0,0,0.0,1,0.0
0.499537644,44,0,0.410027127,9952.0,7,0,1,0,2.0,0,3317.3333333333335
0.036723573,44,0,0.735874379,7450.0,7,0,5,0,0.0,0,7450.0
0.800249688,25,0,0.008478358,2240.0,2,0,0,0,0.0,0,2240.0
0,42,1,0.199657241,3500.0,8,0,0,0,1.0,1,1750.0
0.015214631,87,1,0.055324113,6000.0,21,1,0,0,1.0,2,3000.0
0.614538546,36,0,0.02879744,11250.0,2,0,0,0,0.0,0,11250.0
0.310237155,64,0,0.537530972,6860.0,10,0,1,0,0.0,0,6860.0
0.44020152,79,0,0.650444864,7417.0,16,0,1,0,1.0,0,3708.5
0.053210509,80,0,0.01270616,11883.0,7,1,0,0,0.0,1,11883.0
0.507200555,57,0,0.953157449,13000.0,14,0,3,0,2.0,0,4333.333333333333
0.677199197,55,0,0.358318426,11179.0,11,0,2,0,1.0,0,5589.5
0.354528214,59,0,0.303868646,8891.0,17,0,2,0,0.0,0,8891.0
0.49567227,60,0,0.849292057,4166.0,6,0,1,1,1.0,1,2083.0
0.445877795,46,0,0.190124596,10834.0,7,0,0,0,7.0,0,1354.25
0.016029075,65,0,0.348258706,2411.0,11,0,0,0,0.0,0,2411.0
0,58,0,0.243441267,4230.0,12,0,2,0,1.0,0,2115.0
0.068417014,65,0,0.14848144,8000.0,5,0,2,0,1.0,0,4000.0
0.137100696,42,0,0.264952687,5600.0,13,0,1,0,0.0,0,5600.0
0.747319385,56,3,0.398303241,4596.0,4,0,1,0,1.0,3,2298.0
0.125343733,69,0,0.018452646,4497.0,3,0,0,0,0.0,0,4497.0
0.045823787,23,0,0.001713796,3500.0,1,0,0,0,0.0,0,3500.0
0.079994667,47,0,0.001433286,30000.0,4,0,0,0,0.0,0,30000.0
0.742518392,45,1,0.553357314,8339.0,7,0,1,0,1.0,1,4169.5
0.504368947,43,0,0.24869948,4997.0,7,0,0,0,3.0,0,1249.25
0.045784265,42,0,0.199163712,11000.0,6,0,1,0,2.0,0,3666.6666666666665
0.149733669,67,0,0.734828646,8782.0,9,0,4,0,0.0,0,8782.0
0.017571324,61,1,0.412381891,17250.0,9,0,2,0,1.0,1,8625.0
0.300963746,46,0,0.309476286,10520.0,14,0,2,0,3.0,0,2630.0
0.245582425,32,0,0.175945863,3250.0,15,0,0,0,1.0,0,1625.0
0.732394595,54,2,0.443452827,13333.0,10,0,2,0,2.0,2,4444.333333333333
0.101563818,53,0,0.032093734,3925.0,2,0,0,0,1.0,0,1962.5
0.267331066,38,1,0.337777267,8700.0,8,0,2,0,0.0,1,8700.0
0.020436282,73,0,0.442427526,3690.0,14,0,1,0,0.0,0,3690.0
0.009985653,72,0,0.277165033,9791.0,8,0,2,0,0.0,0,9791.0
0.065055284,57,0,0.060429594,10474.0,5,0,1,0,1.0,0,5237.0
0.076350119,35,0,0.114171439,11000.0,9,0,1,0,1.0,0,5500.0
0.073185213,53,0,0.224088796,13333.0,7,0,2,0,2.0,0,4444.333333333333
0.9999999,34,0,0.100917431,2833.0,1,0,0,0,0.0,0,2833.0
0.011732812,73,0,0.016564952,4587.0,4,0,0,0,0.0,0,4587.0
0.160667119,64,0,0.023156676,19000.0,13,0,0,0,1.0,0,9500.0
0.013380164,63,0,0.221930345,11800.0,11,0,1,0,0.0,0,11800.0
0.858969887,69,0,0.011033389,41600.0,9,0,0,0,0.0,0,41600.0
0.000826378,37,0,0.270135276,4804.0,6,0,1,0,2.0,0,1601.3333333333333
0.775244951,49,1,0.446910618,5000.0,5,0,1,0,3.0,1,1250.0
0.527829779,53,0,0.492343193,4766.0,15,0,2,0,2.0,0,1588.6666666666667
0.006510349,77,0,0.75043993,6250.0,15,0,1,0,0.0,0,6250.0
0.001070027,34,2,0.432119554,4750.0,12,0,1,0,1.0,2,2375.0
0.034163175,64,0,0.243641017,6250.0,24,0,2,0,0.0,0,6250.0
0.007881367,61,0,0.177354325,20833.0,18,0,1,0,0.0,0,20833.0
0.15731727,58,0,0.664223851,1500.0,17,0,0,0,0.0,0,1500.0
0.044191162,40,0,0.499571551,2333.0,3,0,1,0,1.0,0,1166.5
0.773556611,30,1,0.172250423,2954.0,3,0,0,0,3.0,1,738.5
0.2092932,76,0,0.691047531,4333.0,22,0,2,0,0.0,0,4333.0
0.629778847,53,1,0.033745765,67000.0,5,0,1,0,6.0,1,9571.42857142857
0.057009134,61,1,0.131978004,6000.0,8,0,1,0,1.0,1,3000.0
0.808125306,41,3,0.430356737,4400.0,7,0,0,0,1.0,3,2200.0
0.000553562,59,0,3244,0.0,9,0,1,0,0.0,0,0.0
0.24135173,62,0,0.224943764,4000.0,7,0,1,0,0.0,0,4000.0
0.220996322,42,2,0.182610098,6198.0,9,0,1,1,2.0,3,2066.0
0.018766221,57,0,0.693868549,6800.0,26,0,3,0,0.0,0,6800.0
0.9999999,32,0,0,1200.0,1,0,0,0,0.0,0,1200.0
0.150094651,47,0,0.491563555,8000.0,23,0,4,0,0.0,0,8000.0
0.184994714,48,0,0.942383918,14127.0,14,0,9,0,0.0,0,14127.0
0.161181919,55,0,1.061.340.942,700.0,10,0,1,0,1.0,0,350.0
0.274126004,46,0,0.36751705,7917.0,10,0,2,0,1.0,0,3958.5
0.72546779,48,0,0.222222222,2852.0,7,0,0,0,0.0,0,2852.0
0.515894979,52,0,0.717052632,4749.0,8,0,1,0,2.0,0,1583.0
1.466.550.825,42,4,0.366161616,2375.0,6,5,0,0,3.0,9,593.75
0.197828078,49,0,0.237834955,7500.0,11,0,1,0,2.0,0,2500.0
0.484774665,55,0,0.746242703,8050.0,10,0,4,0,1.0,0,4025.0
0.006288342,52,0,0.208669237,8558.0,14,0,0,0,1.0,0,4279.0
0,48,0,0.885173372,9718.0,5,0,2,0,2.0,0,3239.3333333333335
0.9999999,62,0,476.05.00,1.0,4,0,2,0,0.0,0,1.0
0.894215191,42,0,0.761354582,7529.0,13,0,3,0,2.0,0,2509.6666666666665
0.011207441,78,0,0.003583129,9767.0,7,0,0,0,0.0,0,9767.0
0.9999999,83,0,0,9704.0,4,0,0,0,0.0,0,9704.0
0.054799004,40,2,0.174225046,17000.0,13,0,2,0,3.0,2,4250.0
0.319548604,42,0,0.265846617,7966.0,9,0,1,0,3.0,0,1991.5
0.021502106,76,0,0.247729356,12000.0,9,0,1,0,1.0,0,6000.0
0.003080193,49,0,0.071917545,13000.0,4,0,1,0,0.0,0,13000.0
0.753634336,25,0,0.103379324,5000.0,9,0,0,0,0.0,0,5000.0
1.025.346.872,37,2,0.490710239,7588.0,12,0,1,0,1.0,2,3794.0
0.873932774,34,0,0.288259479,6566.0,8,0,0,0,4.0,0,1313.2
0.002091558,79,0,0.000607903,6579.0,8,0,0,0,0.0,0,6579.0
0.010321089,52,0,0.241524762,6400.0,11,0,1,0,1.0,0,3200.0
0.174825632,62,0,0.320515286,5200.0,15,0,1,0,1.0,0,2600.0
0.42562592,53,2,0.54575394,4250.0,20,1,1,1,1.0,4,2125.0
0.080274247,46,1,0.381557281,4250.0,8,0,1,0,4.0,1,850.0
0.586289653,35,0,0.75758486,3328.0,7,0,2,0,0.0,0,3328.0
0.548934432,57,0,0.665439243,5702.0,16,0,3,0,0.0,0,5702.0
0.411849168,45,0,0.546545304,2416.0,11,0,0,0,2.0,0,805.3333333333334
0.765234765,22,0,0.014656895,1500.0,1,0,0,0,0.0,0,1500.0
0.26991003,24,0,0.662606577,820.0,3,0,0,0,0.0,0,820.0
0.047919391,27,0,0.052687039,2846.0,3,0,0,0,0.0,0,2846.0
0.021569145,47,0,0.201133447,9351.0,14,0,2,0,1.0,0,4675.5
0,62,0,0.001537988,3250.0,8,0,0,0,1.0,0,1625.0
0.957390146,57,4,0.276287285,6000.0,7,1,0,1,0.0,6,6000.0
0.075804129,61,0,0.212270543,8116.0,11,0,2,0,0.0,0,8116.0
0.034029343,55,0,0.172268401,8300.0,8,0,1,0,3.0,0,2075.0
1.320.453.031,43,0,0.197019449,3958.0,1,9,0,0,1.0,9,1979.0
0.391690208,60,0,0.476960253,12000.0,9,0,2,0,1.0,0,6000.0
0.646653603,54,0,0.291078769,9000.0,11,0,0,0,0.0,0,9000.0
0.351362233,50,0,0.344827586,2000.0,5,0,1,0,0.0,0,2000.0
0.088828398,35,0,0.335305391,12000.0,9,0,1,0,0.0,0,12000.0
0.46652992,63,0,0.238066255,11500.0,11,0,2,0,1.0,0,5750.0
0.044791042,92,0,0.00119976,5000.0,1,0,0,0,0.0,0,5000.0
0,23,0,0,864.0,2,0,0,0,0.0,0,864.0
0.9999999,28,0,0.603132289,3000.0,6,1,0,0,2.0,1,1000.0
0.027177601,85,0,0.003325272,6615.0,4,0,0,0,0.0,0,6615.0
0.777207282,37,0,0.085991494,7523.0,4,0,0,0,1.0,0,3761.5
0.029177297,63,0,0.194565307,12180.0,12,0,1,0,1.0,0,6090.0
0.414813698,60,0,0.438178091,20000.0,17,0,3,0,0.0,0,20000.0
0.071990711,66,0,0.558947368,2849.0,8,0,0,0,0.0,0,2849.0
0.20894437,48,0,0.379409647,4166.0,3,0,1,0,2.0,0,1388.6666666666667
0.240016256,53,0,0.441093151,6000.0,12,0,1,0,0.0,0,6000.0
0.152792413,63,0,0.734489856,3400.0,5,0,1,0,0.0,0,3400.0
0.042060834,65,0,0.3158025,8080.0,13,0,2,0,0.0,0,8080.0
0.072856988,54,0,0.150583245,6600.0,6,0,1,0,1.0,0,3300.0
0.604039048,39,0,0.447078989,7000.0,8,0,2,0,4.0,0,1400.0
0.193697868,63,0,0.152005106,9400.0,5,0,0,0,1.0,0,4700.0
0.001626963,72,0,0.000749813,4000.0,5,0,0,0,1.0,0,2000.0
0.646846891,57,0,1.162.418.791,2000.0,15,0,1,0,0.0,0,2000.0
0.100198987,51,1,0.180278225,21133.0,17,0,2,0,3.0,1,5283.25
0.103460058,41,0,0.245577409,9100.0,5,0,1,0,1.0,0,4550.0
0.080465855,57,0,0.318059299,5193.0,13,0,1,0,0.0,0,5193.0
0,66,0,0.410338226,4700.0,9,0,1,1,0.0,1,4700.0
0.966754156,71,0,0.402515723,2702.0,6,0,0,0,0.0,0,2702.0
0.269647407,52,0,0.372029544,18683.0,14,0,3,0,2.0,0,6227.666666666667
0.445877008,76,1,2.205.789.711,6666.0,16,0,1,0,1.0,1,3333.0
0.010839566,60,0,0.874612042,1610.0,7,0,1,0,0.0,0,1610.0
0.727456168,61,0,0.630438808,5400.0,12,0,1,0,1.0,0,2700.0
0.0239988,39,0,0.138111431,3822.0,7,0,0,0,0.0,0,3822.0
0.047995378,61,0,0.627774445,3333.0,13,0,2,0,0.0,0,3333.0
0.148802591,64,0,1.144.199.611,3085.0,10,0,1,0,0.0,0,3085.0
0.19277747,68,0,0.539525424,7374.0,10,0,2,0,0.0,0,7374.0
0.377322461,31,0,0.326268465,4670.0,11,0,1,0,1.0,0,2335.0
0.035905383,40,0,0.368490153,9139.0,7,0,1,0,2.0,0,3046.3333333333335
0.853517878,49,3,0.01398286,6650.0,4,0,0,1,0.0,4,6650.0
0.609223699,50,0,0.262529213,3850.0,7,0,0,0,1.0,0,1925.0
0.888548194,44,0,1.320.271.891,2500.0,10,0,2,0,0.0,0,2500.0
0.039346142,69,0,0.11386958,12083.0,7,0,2,0,0.0,0,12083.0
0.629393971,60,0,0.105464384,17000.0,9,0,2,0,1.0,0,8500.0
1.065.797.807,36,1,1.821.146.765,1900.0,8,0,1,0,2.0,1,633.3333333333334
0.262962598,62,0,0.502122946,5416.0,15,0,1,0,1.0,0,2708.0
0.118219474,58,0,0.624572149,5550.0,23,0,2,0,0.0,0,5550.0
0.026437088,72,0,0.096074128,4100.0,12,0,0,0,1.0,0,2050.0
0.153962701,43,0,0.442111578,5000.0,10,0,1,0,2.0,0,1666.6666666666667
0.046303627,39,0,0.231765378,5250.0,6,0,1,0,0.0,0,5250.0
0.067986403,33,0,0.701049825,6000.0,3,0,1,0,1.0,0,3000.0
0.476117463,48,0,0.586744855,9037.0,8,0,4,0,2.0,0,3012.3333333333335
0.02490596,38,0,0.341734706,8450.0,11,0,1,0,0.0,0,8450.0
0.9999999,33,0,1.030.692.363,1400.0,4,2,2,1,0.0,3,1400.0
0.039831994,33,0,0.641123275,2100.0,10,0,1,0,0.0,0,2100.0
0.19377409,46,1,0.496402878,2640.0,13,0,1,0,2.0,1,880.0
0.040447329,40,0,0.083775186,6600.0,8,1,0,0,0.0,1,6600.0
0.811689842,56,2,00.05,8127.0,17,0,1,0,1.0,2,4063.5
0.995510815,30,3,0.322225925,3000.0,5,0,0,0,0.0,3,3000.0
0.127395753,80,0,0.029992107,3800.0,1,0,0,0,1.0,0,1900.0
0.062149815,46,1,0.135316699,2083.0,4,0,0,0,3.0,1,520.75
0.48125937,37,0,1.437.932.414,5000.0,3,0,0,0,3.0,0,1250.0
0.621979205,57,0,0.665597801,2182.0,13,0,0,0,0.0,0,2182.0
0.097941948,64,0,0.57019937,4764.0,10,0,1,0,0.0,0,4764.0
0.07627655,56,0,0.313113037,10500.0,12,0,3,0,1.0,0,5250.0
0.035547078,69,0,0.15928024,3000.0,4,0,2,0,0.0,0,3000.0
0,26,1,0.504890895,1328.0,7,0,0,0,0.0,1,1328.0
0.996333578,34,0,0.54176663,4584.0,8,0,1,0,0.0,0,4584.0
0.9999999,43,1,0.094381124,5000.0,2,0,1,0,2.0,1,1666.6666666666667
0.449421706,44,1,0.349107712,6275.0,13,0,1,0,4.0,1,1255.0
0.947421638,56,0,0.318946842,6000.0,10,0,0,0,0.0,0,6000.0
0.512592814,41,0,0.299770023,10000.0,5,0,1,0,1.0,0,5000.0
0.22736891,44,0,0.220522052,4443.0,7,0,0,0,2.0,0,1481.0
0.140590627,45,0,0.017740028,9300.0,6,0,0,0,0.0,0,9300.0
0.030895048,25,0,0.00234852,2128.0,1,0,0,0,0.0,0,2128.0
0.358973307,47,0,0.631007242,6075.0,24,0,3,0,2.0,0,2025.0
0.9999999,43,0,0.549664314,5808.0,2,0,2,0,2.0,0,1936.0
0.965783089,73,0,0.363144028,6831.0,14,0,0,0,0.0,0,6831.0
0,52,0,0.217217408,10500.0,9,0,1,0,0.0,0,10500.0
0.076360165,67,0,0.146994473,17367.0,10,0,2,0,1.0,0,8683.5
0.9999999,55,1,0.105694153,5250.0,0,1,0,1,0.0,3,5250.0
0.022644266,50,0,0.370631195,3833.0,12,0,1,0,2.0,0,1277.6666666666667
0.9999999,43,0,0.57808418,6889.0,5,0,3,0,1.0,0,3444.5
1.100.789.921,42,0,0.119356351,6400.0,2,0,0,0,2.0,0,2133.3333333333335
0.368712175,34,2,0.515596881,6667.0,11,0,2,0,2.0,2,2222.3333333333335
0.119353874,30,0,0.031910804,2600.0,8,0,0,0,0.0,0,2600.0
0.022086248,86,0,0.017137961,3500.0,14,0,0,0,0.0,0,3500.0
0.945537659,58,0,0.592349214,4260.0,6,0,2,0,0.0,0,4260.0
0.115896386,42,0,0.037185126,2500.0,4,0,0,0,2.0,0,833.3333333333334
0.044059303,80,0,0.01599543,3500.0,8,0,0,0,0.0,0,3500.0
0.039835521,35,0,0.099063771,20400.0,13,0,1,0,2.0,0,6800.0
0,40,0,0.903654485,300.0,6,0,0,0,3.0,0,75.0
0.466961087,30,0,0.061195104,4166.0,3,0,0,0,0.0,0,4166.0
0.024989619,43,0,1161.05.00,1.0,9,0,2,0,3.0,0,0.25
0.309115147,50,0,1.423.827.687,4456.0,13,0,2,0,0.0,0,4456.0
0.015146925,52,3,0.000383436,2607.0,4,0,0,0,0.0,3,2607.0
0,44,1,0,6540.0,1,0,0,2,3.0,3,1635.0
0.661088306,41,0,0.221029248,2700.0,3,0,0,0,0.0,0,2700.0
0.066079563,45,0,0.280410399,11500.0,12,0,1,0,4.0,0,2300.0
0.208754104,69,1,0.337115714,7578.0,20,1,1,0,1.0,2,3789.0
0.043116821,66,0,0.621664361,5058.0,9,0,2,0,1.0,0,2529.0
0.047906218,49,0,0.38683699,3600.0,6,0,2,0,2.0,0,1200.0
0.024328527,51,0,0.280458384,9947.0,7,0,1,0,1.0,0,4973.5
0.258161927,66,0,0.481724307,6100.0,11,0,1,1,2.0,1,2033.3333333333333
0.9999999,26,0,0.087038344,4250.0,4,0,0,0,0.0,0,4250.0
0.010301229,60,0,0.264713622,11400.0,9,0,2,0,0.0,0,11400.0
0.49606995,30,0,0.446729506,3500.0,8,0,0,0,0.0,0,3500.0
0.431725481,71,0,0.379892368,4087.0,5,0,0,0,0.0,0,4087.0
0,48,0,0.150374951,7600.0,4,0,1,0,2.0,0,2533.3333333333335
0.403930696,70,0,0.428136419,1641.0,10,0,0,0,0.0,0,1641.0
0,78,1,0.297489447,4500.0,8,0,0,0,0.0,1,4500.0
0.19361792,44,0,0.271902953,8160.0,6,0,2,0,1.0,0,4080.0
0.493502166,24,0,0.04894327,898.0,3,0,0,0,0.0,0,898.0
0.9999999,59,0,0.301039222,2982.0,4,0,0,0,0.0,0,2982.0
0.448527983,45,0,0.281731475,12266.0,17,0,2,0,0.0,0,12266.0
0.05331327,52,0,0.191121776,8334.0,6,0,1,0,0.0,0,8334.0
0.463463272,53,0,0.407847082,9939.0,12,0,1,0,0.0,0,9939.0
0.749133564,50,2,0.432119554,4750.0,17,0,1,0,0.0,2,4750.0
0.593733776,52,0,0.740372923,4933.0,14,0,2,0,0.0,0,4933.0
0.018959621,70,0,0.109270104,7000.0,13,0,0,0,0.0,0,7000.0
0.156478603,49,0,0.110491358,27250.0,9,0,1,0,1.0,0,13625.0
0.056687008,64,0,0.00459908,5000.0,1,0,0,0,0.0,0,5000.0
0.957304684,56,2,0.65521997,7250.0,7,0,3,0,3.0,2,1812.5
1.025.987.006,29,1,0.164917541,2000.0,5,0,0,1,0.0,2,2000.0
0.718943158,46,0,0.292065518,4700.0,8,0,1,0,2.0,0,1566.6666666666667
0.279554504,57,0,0.658669226,3125.0,12,0,1,0,0.0,0,3125.0
0,61,0,0.094006037,2318.0,2,0,0,0,0.0,0,2318.0
0.474762019,51,0,3006,0.0,10,0,2,0,2.0,0,0.0
0.153905325,67,0,0.273116744,2800.0,8,0,1,0,0.0,0,2800.0
0.011342695,59,0,0.097276527,14833.0,7,0,1,0,1.0,0,7416.5
0.89602197,59,0,0.338426924,10666.0,11,0,1,0,1.0,0,5333.0
0,48,0,0.087719298,2450.0,2,0,0,0,0.0,0,2450.0
0.131841132,57,0,0.366721854,6039.0,8,0,1,0,1.0,0,3019.5
0,77,0,0.000240096,8329.0,5,0,0,0,0.0,0,8329.0
0,28,0,0.556668754,1596.0,7,0,1,0,0.0,0,1596.0
0.108322838,59,0,0.252432797,10378.0,22,0,2,0,1.0,0,5189.0
0.011929406,40,0,0.00089991,10000.0,5,0,0,0,2.0,0,3333.3333333333335
0.328400742,58,0,0.875743871,4200.0,14,0,2,0,0.0,0,4200.0
0.826293427,27,0,0.670428894,3100.0,6,0,1,0,0.0,0,3100.0
0.008205641,66,0,0.392187098,7781.0,9,0,2,0,0.0,0,7781.0
0.015856363,83,0,0.042866863,4408.0,11,0,0,0,0.0,0,4408.0
0.269076926,49,0,0.372679304,5116.0,19,0,1,0,0.0,0,5116.0
0.148035499,34,0,0.408197268,3000.0,8,0,1,0,0.0,0,3000.0
0,49,0,0.864570078,5500.0,7,0,2,0,0.0,0,5500.0
0.846163759,47,0,0.571108043,5793.0,12,0,1,0,0.0,0,5793.0
0,57,0,0.180481702,3196.0,4,0,0,0,0.0,0,3196.0
0.443739333,38,1,0.482627682,15800.0,11,0,3,0,3.0,1,3950.0
0.012874949,54,0,0.663734506,2500.0,13,0,2,0,0.0,0,2500.0
0.29254121,71,0,0.075440829,5500.0,8,0,0,0,1.0,0,2750.0
0.025949077,62,0,0.18960099,10500.0,32,0,2,0,0.0,0,10500.0
0.00378197,45,0,0.031844929,8666.0,7,0,0,0,1.0,0,4333.0
0.013266224,69,0,0.216806723,4164.0,5,0,2,0,0.0,0,4164.0
0.785606325,28,0,0.236503856,3500.0,8,0,0,0,0.0,0,3500.0
0.003158414,70,0,0.00123705,6466.0,3,0,0,0,0.0,0,6466.0
0.286095187,42,0,0.264635888,2100.0,2,0,0,0,2.0,0,700.0
0.187116258,47,0,0.408397901,4000.0,8,0,1,0,2.0,0,1333.3333333333333
0.356468629,32,0,0.005427021,3500.0,2,0,0,0,1.0,0,1750.0
0.09044407,51,0,0.34239838,6912.0,16,0,1,0,2.0,0,2304.0
0.584210329,50,0,0.190307049,12668.0,10,0,2,1,0.0,1,12668.0
0.122707297,32,0,0.390742872,7820.0,16,0,2,0,1.0,0,3910.0
0.026382818,57,0,0.574478528,4074.0,7,0,1,0,4.0,0,814.8
0.110673849,45,0,0.750166556,3001.0,7,0,1,0,0.0,0,3001.0
0.462307492,52,0,0.564959646,14000.0,14,0,3,0,1.0,0,7000.0
0.371301304,34,0,0.365579303,8000.0,9,0,2,0,0.0,0,8000.0
0.028732042,27,0,0.190391459,2247.0,4,0,0,0,1.0,0,1123.5
0.069115388,73,0,0.178067885,3829.0,9,0,1,0,0.0,0,3829.0
0.061749498,51,0,0.219747297,7676.0,3,0,1,0,3.0,0,1919.0
0.9999999,52,0,0.365572894,43000.0,8,0,4,0,2.0,0,14333.333333333334
0.077666577,74,0,0.37307592,7665.0,15,0,1,0,0.0,0,7665.0
0.29534592,59,0,0.23668333,5800.0,12,0,2,0,0.0,0,5800.0
0.040844917,47,0,0.270659761,4440.0,19,0,1,0,1.0,0,2220.0
0,46,0,0.651575748,6250.0,7,0,3,0,3.0,0,1562.5
0.012210343,76,0,0.358526216,4233.0,11,0,2,0,0.0,0,4233.0
0.455295736,42,0,0.625428082,4671.0,8,0,1,0,0.0,0,4671.0
0.83292428,52,0,0.279050396,2400.0,3,0,0,0,1.0,0,1200.0
0,39,0,2,1.0,8,0,0,1,0.0,1,1.0
0.032283908,39,0,0.440255974,10000.0,10,0,2,0,3.0,0,2500.0
0.022055585,53,0,0.246775322,10000.0,16,0,2,0,4.0,0,2000.0
0.342623027,51,1,0.952191235,501.0,17,0,0,0,1.0,1,250.5
0.509772234,49,0,0.269070891,8900.0,6,0,1,0,1.0,0,4450.0
0,40,0,0.228606524,7326.0,11,0,2,0,1.0,0,3663.0
0.243414655,36,0,0.307228217,8618.0,10,0,2,0,3.0,0,2154.5
0.085810857,68,0,0.304793643,3900.0,12,0,1,0,0.0,0,3900.0
0.355425281,49,0,0.08623922,5333.0,11,0,0,0,0.0,0,5333.0
0.976958525,44,0,0.090151641,6000.0,4,0,0,2,1.0,2,3000.0
0.242703637,42,1,0.036493918,6000.0,11,0,0,0,0.0,1,6000.0
0.084575576,40,0,0.176483468,9133.0,7,0,2,0,1.0,0,4566.5
0,34,0,0.317323306,11700.0,9,0,2,0,2.0,0,3900.0
0.265371382,67,1,0.038434293,60700.0,21,0,1,0,0.0,1,60700.0
0.833895763,54,2,0.355233626,4900.0,6,0,1,1,0.0,3,4900.0
0.403667475,52,4,0.345344796,16400.0,9,2,2,1,1.0,7,8200.0
0.687402643,33,0,0.257774223,10000.0,9,0,2,0,0.0,0,10000.0
0.471148598,46,0,0.10915142,127400.0,15,0,4,0,2.0,0,42466.666666666664
0.132607665,63,1,0.425324675,7083.0,14,0,1,0,0.0,1,7083.0
0.655959139,59,0,0.426971535,15000.0,15,0,3,0,0.0,0,15000.0
0.351527079,62,1,0.190404642,19300.0,14,0,2,0,4.0,1,3860.0
0.865133298,43,0,0.542323928,4500.0,8,0,1,0,1.0,0,2250.0
0.070216218,51,0,0.22894385,2991.0,8,0,1,0,0.0,0,2991.0
0.987771611,43,1,0.112875217,4030.0,9,0,0,0,0.0,1,4030.0
0.019632679,59,0,0.00339932,5000.0,7,0,0,0,0.0,0,5000.0
0.186302627,60,0,0.47471416,4547.0,6,0,2,0,1.0,0,2273.5
1.113.318.224,29,1,0.331391963,5150.0,5,1,0,0,1.0,2,2575.0
0.019160896,70,0,0.004684486,3628.0,6,0,0,0,0.0,0,3628.0
0.970285928,56,0,0.285714286,4500.0,7,0,0,0,0.0,0,4500.0
0.013557599,55,0,0.232389032,6600.0,14,0,2,0,0.0,0,6600.0
0.341100145,58,1,1.780.310.984,20000.0,12,0,5,1,0.0,2,20000.0
101.110.497,47,0,0.420899855,6200.0,11,0,1,0,2.0,0,2066.6666666666665
0.819287576,39,0,0.61437618,9000.0,13,0,2,0,0.0,0,9000.0
0.038344679,63,0,2.828.963.795,800.0,19,0,1,1,1.0,1,400.0
0.348718845,48,1,0.345767888,4583.0,7,0,0,0,4.0,1,916.6
0.472558546,35,0,0.715783954,3813.0,14,0,3,0,1.0,0,1906.5
0.033303593,51,0,182.818.749,6250.0,26,0,7,0,3.0,0,1562.5
0.010633699,76,0,0.002295014,4792.0,3,0,0,0,0.0,0,4792.0
0.84611898,43,5,0.744844824,4800.0,10,0,2,0,0.0,5,4800.0
0.02539873,55,0,0.2432027,5332.0,3,0,1,0,0.0,0,5332.0
0.091792768,78,0,0.656379194,10400.0,10,0,2,0,2.0,0,3466.6666666666665
0.261315912,40,0,0.219045938,17000.0,9,0,2,0,3.0,0,4250.0
0.065792396,52,0,0.38227983,5631.0,22,0,1,0,2.0,0,1877.0
0.065084337,65,0,0.040793473,6250.0,5,0,0,0,1.0,0,3125.0
0.31299773,61,0,0.174970108,10035.0,13,0,1,0,2.0,0,3345.0
0.050391957,62,0,0.310737852,5000.0,6,0,2,0,0.0,0,5000.0
0,30,0,0.467745775,4200.0,5,0,2,0,0.0,0,4200.0
0.441679749,46,3,0.56135966,4000.0,14,0,1,0,3.0,3,1000.0
0.595400767,57,0,0.088259784,1200.0,2,0,0,0,0.0,0,1200.0
0.312232343,60,0,0.510414931,6000.0,18,0,2,0,1.0,0,3000.0
0.239284945,72,0,0.42183539,5916.0,7,0,1,0,0.0,0,5916.0
0.359614193,52,2,0.750296209,3375.0,12,0,2,1,2.0,3,1125.0
0.455211469,40,0,0.535391668,7416.0,9,0,3,0,2.0,0,2472.0
0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3.0,0,875.0
0,48,0,0.386761324,10000.0,13,0,2,0,3.0,0,2500.0
0.812489756,39,0,0.130099417,5833.0,6,0,0,0,0.0,0,5833.0
0.411592668,58,0,0.461515424,13355.0,28,0,3,0,2.0,0,4451.666666666667
0.030314754,63,0,0.172588832,6500.0,15,0,1,0,1.0,0,3250.0
0.764522174,23,0,0.283143371,1666.0,5,0,1,0,0.0,0,1666.0
0.221050718,26,0,0.011996001,3000.0,2,0,0,0,0.0,0,3000.0
0.458882512,32,0,0.680703778,3466.0,8,0,1,0,0.0,0,3466.0
0.700664238,28,0,0.108978204,5000.0,7,0,0,0,0.0,0,5000.0
1.112.273.147,49,1,0.331390508,1200.0,4,0,0,0,2.0,1,400.0
0.000419149,39,0,0.201017812,3929.0,5,0,2,0,0.0,0,3929.0
0.046015639,63,0,0.424015009,4263.0,5,0,1,0,0.0,0,4263.0
0.109737678,61,0,0.572644118,4700.0,14,0,2,0,0.0,0,4700.0
0.038917573,65,0,0.610895736,4900.0,7,0,2,0,0.0,0,4900.0
